train_id,train_name,train_type,section_id,date,scheduled_entry_time,scheduled_exit_time,actual_entry_time,actual_exit_time,delay_min,priority
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-AWR-BKI,2025-02-10,07:18:00,08:03:00,07:22:00,08:07:00,4,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-BKI-JP,2025-02-10,08:09:00,09:04:00,08:13:00,09:10:00,6,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-02-10,06:18:00,07:10:00,06:18:00,07:12:00,2,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-02-10,07:16:00,08:06:00,07:18:00,08:08:00,2,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-02-10,08:12:00,08:57:00,08:14:00,08:59:00,2,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-02-10,09:03:00,09:58:00,09:05:00,10:00:00,2,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-02-10,06:45:00,07:37:00,06:46:00,07:38:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-02-10,07:43:00,08:33:00,07:44:00,08:34:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-02-10,08:39:00,09:24:00,08:40:00,09:25:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-02-10,09:30:00,10:25:00,09:31:00,10:26:00,1,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-NDLS-RE,2025-02-10,07:12:00,08:04:00,07:23:00,08:15:00,11,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-RE-AWR,2025-02-10,08:10:00,09:00:00,08:21:00,09:12:00,12,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-AWR-BKI,2025-02-10,09:06:00,09:51:00,09:18:00,10:04:00,13,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-BKI-JP,2025-02-10,09:57:00,10:52:00,10:10:00,11:05:00,13,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-NDLS-RE,2025-02-10,08:06:00,08:58:00,08:12:00,09:04:00,6,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-RE-AWR,2025-02-10,09:04:00,09:54:00,09:10:00,10:01:00,7,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-AWR-BKI,2025-02-10,10:00:00,10:45:00,10:07:00,10:53:00,8,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-BKI-JP,2025-02-10,10:51:00,11:46:00,10:59:00,11:55:00,9,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-NDLS-RE,2025-02-10,08:33:00,09:25:00,08:39:00,09:31:00,6,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-RE-AWR,2025-02-10,09:31:00,10:21:00,09:40:00,10:30:00,9,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-AWR-BKI,2025-02-10,10:27:00,11:12:00,10:36:00,11:21:00,9,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-BKI-JP,2025-02-10,11:18:00,12:13:00,11:27:00,12:22:00,9,HIGH
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-NDLS-RE,2025-02-10,09:00:00,10:02:00,09:03:00,10:05:00,3,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-RE-AWR,2025-02-10,10:11:00,11:10:00,10:14:00,11:15:00,5,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-AWR-BKI,2025-02-10,11:19:00,12:12:00,11:25:00,12:19:00,7,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-BKI-JP,2025-02-10,12:21:00,13:27:00,12:28:00,13:34:00,7,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-NDLS-RE,2025-02-10,09:27:00,10:29:00,09:31:00,10:33:00,4,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-RE-AWR,2025-02-10,10:38:00,11:37:00,10:42:00,11:41:00,4,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-AWR-BKI,2025-02-10,11:46:00,12:39:00,11:50:00,12:44:00,5,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-BKI-JP,2025-02-10,12:48:00,13:54:00,12:53:00,13:59:00,5,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-NDLS-RE,2025-02-10,09:54:00,10:56:00,10:00:00,11:02:00,6,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-RE-AWR,2025-02-10,11:05:00,12:04:00,11:12:00,12:12:00,8,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-AWR-BKI,2025-02-10,12:13:00,13:06:00,12:21:00,13:14:00,8,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-BKI-JP,2025-02-10,13:15:00,14:21:00,13:26:00,14:33:00,12,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-NDLS-RE,2025-02-10,10:21:00,11:23:00,10:25:00,11:27:00,4,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-RE-AWR,2025-02-10,11:32:00,12:31:00,11:36:00,12:35:00,4,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-AWR-BKI,2025-02-10,12:40:00,13:33:00,12:45:00,13:39:00,6,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-BKI-JP,2025-02-10,13:42:00,14:48:00,13:48:00,14:54:00,6,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-NDLS-RE,2025-02-10,10:48:00,11:50:00,10:52:00,11:55:00,5,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-RE-AWR,2025-02-10,11:59:00,12:58:00,12:04:00,13:06:00,8,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-AWR-BKI,2025-02-10,13:07:00,14:00:00,13:15:00,14:08:00,8,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-BKI-JP,2025-02-10,14:09:00,15:15:00,14:17:00,15:24:00,9,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-NDLS-RE,2025-02-10,11:15:00,12:17:00,11:18:00,12:21:00,4,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-RE-AWR,2025-02-10,12:26:00,13:25:00,12:31:00,13:32:00,7,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-AWR-BKI,2025-02-10,13:34:00,14:27:00,13:41:00,14:34:00,7,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-BKI-JP,2025-02-10,14:36:00,15:42:00,14:44:00,15:50:00,8,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-NDLS-RE,2025-02-10,11:42:00,12:44:00,11:51:00,12:53:00,9,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-RE-AWR,2025-02-10,12:53:00,13:52:00,13:02:00,14:02:00,10,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-AWR-BKI,2025-02-10,14:01:00,14:54:00,14:11:00,15:05:00,11,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-BKI-JP,2025-02-10,15:03:00,16:09:00,15:14:00,16:21:00,12,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-NDLS-RE,2025-02-10,12:09:00,13:11:00,12:13:00,13:15:00,4,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-RE-AWR,2025-02-10,13:20:00,14:19:00,13:25:00,14:24:00,5,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-AWR-BKI,2025-02-10,14:28:00,15:21:00,14:34:00,15:27:00,6,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-BKI-JP,2025-02-10,15:30:00,16:36:00,15:36:00,16:44:00,8,MEDIUM
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-NDLS-RE,2025-02-10,12:36:00,13:58:00,12:42:00,14:06:00,8,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-RE-AWR,2025-02-10,14:10:00,15:28:00,14:19:00,15:39:00,11,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-AWR-BKI,2025-02-10,15:40:00,16:51:00,15:51:00,17:03:00,12,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-BKI-JP,2025-02-10,17:03:00,18:31:00,17:15:00,18:44:00,13,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-NDLS-RE,2025-02-10,13:30:00,14:52:00,13:31:00,14:53:00,1,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-RE-AWR,2025-02-10,15:04:00,16:22:00,15:05:00,16:25:00,3,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-AWR-BKI,2025-02-10,16:34:00,17:45:00,16:37:00,17:48:00,3,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-BKI-JP,2025-02-10,17:57:00,19:25:00,18:00:00,19:30:00,5,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-NDLS-RE,2025-02-10,13:57:00,15:19:00,13:58:00,15:20:00,1,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-RE-AWR,2025-02-10,15:31:00,16:49:00,15:32:00,16:50:00,1,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-AWR-BKI,2025-02-10,17:01:00,18:12:00,17:03:00,18:15:00,3,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-BKI-JP,2025-02-10,18:24:00,19:52:00,18:27:00,19:55:00,3,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-NDLS-RE,2025-02-10,14:24:00,15:46:00,14:27:00,15:49:00,3,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-RE-AWR,2025-02-10,15:58:00,17:16:00,16:01:00,17:20:00,4,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-AWR-BKI,2025-02-10,17:28:00,18:39:00,17:32:00,18:44:00,5,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-BKI-JP,2025-02-10,18:51:00,20:19:00,18:56:00,20:24:00,5,LOW
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-NDLS-RE,2025-02-11,04:30:00,05:22:00,04:34:00,05:28:00,6,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-RE-AWR,2025-02-11,05:28:00,06:18:00,05:34:00,06:26:00,8,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-AWR-BKI,2025-02-11,06:24:00,07:09:00,06:33:00,07:18:00,9,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-BKI-JP,2025-02-11,07:15:00,08:10:00,07:25:00,08:23:00,13,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-NDLS-RE,2025-02-11,04:57:00,05:49:00,05:06:00,05:59:00,10,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-RE-AWR,2025-02-11,05:55:00,06:45:00,06:07:00,06:57:00,12,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-AWR-BKI,2025-02-11,06:51:00,07:36:00,07:04:00,07:50:00,14,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-BKI-JP,2025-02-11,07:42:00,08:37:00,07:57:00,08:54:00,17,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-NDLS-RE,2025-02-11,05:51:00,06:43:00,05:54:00,06:49:00,6,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-RE-AWR,2025-02-11,06:49:00,07:39:00,06:55:00,07:47:00,8,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-AWR-BKI,2025-02-11,07:45:00,08:30:00,07:54:00,08:40:00,10,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-BKI-JP,2025-02-11,08:36:00,09:31:00,08:46:00,09:44:00,13,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-02-11,06:18:00,07:10:00,06:26:00,07:19:00,9,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-02-11,07:16:00,08:06:00,07:25:00,08:16:00,10,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-02-11,08:12:00,08:57:00,08:22:00,09:08:00,11,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-02-11,09:03:00,09:58:00,09:14:00,10:09:00,11,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-02-11,06:45:00,07:37:00,06:49:00,07:42:00,5,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-02-11,07:43:00,08:33:00,07:48:00,08:39:00,6,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-02-11,08:39:00,09:24:00,08:45:00,09:30:00,6,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-02-11,09:30:00,10:25:00,09:39:00,10:36:00,11,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-NDLS-RE,2025-02-11,07:39:00,08:31:00,07:45:00,08:37:00,6,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-RE-AWR,2025-02-11,08:37:00,09:27:00,08:45:00,09:41:00,14,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-AWR-BKI,2025-02-11,09:33:00,10:18:00,09:48:00,10:33:00,15,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-BKI-JP,2025-02-11,10:24:00,11:19:00,10:40:00,11:37:00,18,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-NDLS-RE,2025-02-11,08:06:00,08:58:00,08:10:00,09:04:00,6,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-RE-AWR,2025-02-11,09:04:00,09:54:00,09:10:00,10:00:00,6,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-AWR-BKI,2025-02-11,10:00:00,10:45:00,10:07:00,10:55:00,10,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-BKI-JP,2025-02-11,10:51:00,11:46:00,11:02:00,11:57:00,11,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-NDLS-RE,2025-02-11,08:33:00,09:25:00,08:42:00,09:35:00,10,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-RE-AWR,2025-02-11,09:31:00,10:21:00,09:41:00,10:31:00,10,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-AWR-BKI,2025-02-11,10:27:00,11:12:00,10:38:00,11:26:00,14,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-BKI-JP,2025-02-11,11:18:00,12:13:00,11:32:00,12:29:00,16,HIGH
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-NDLS-RE,2025-02-11,09:00:00,10:02:00,09:05:00,10:09:00,7,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-RE-AWR,2025-02-11,10:11:00,11:10:00,10:20:00,11:20:00,10,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-AWR-BKI,2025-02-11,11:19:00,12:12:00,11:30:00,12:24:00,12,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-BKI-JP,2025-02-11,12:21:00,13:27:00,12:34:00,13:40:00,13,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-NDLS-RE,2025-02-11,09:27:00,10:29:00,09:38:00,10:41:00,12,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-RE-AWR,2025-02-11,10:38:00,11:37:00,10:51:00,11:53:00,16,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-AWR-BKI,2025-02-11,11:46:00,12:39:00,12:04:00,12:57:00,18,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-BKI-JP,2025-02-11,12:48:00,13:54:00,13:06:00,14:14:00,20,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-NDLS-RE,2025-02-11,09:54:00,10:56:00,09:58:00,11:01:00,5,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-RE-AWR,2025-02-11,11:05:00,12:04:00,11:11:00,12:12:00,8,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-AWR-BKI,2025-02-11,12:13:00,13:06:00,12:22:00,13:15:00,9,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-BKI-JP,2025-02-11,13:15:00,14:21:00,13:25:00,14:31:00,10,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-NDLS-RE,2025-02-11,10:21:00,11:23:00,10:31:00,11:37:00,14,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-RE-AWR,2025-02-11,11:32:00,12:31:00,11:47:00,12:51:00,20,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-AWR-BKI,2025-02-11,12:40:00,13:33:00,13:01:00,13:55:00,22,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-BKI-JP,2025-02-11,13:42:00,14:48:00,14:04:00,15:11:00,23,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-NDLS-RE,2025-02-11,10:48:00,11:50:00,10:56:00,11:58:00,8,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-RE-AWR,2025-02-11,11:59:00,12:58:00,12:07:00,13:07:00,9,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-AWR-BKI,2025-02-11,13:07:00,14:00:00,13:18:00,14:18:00,18,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-BKI-JP,2025-02-11,14:09:00,15:15:00,14:28:00,15:34:00,19,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-NDLS-RE,2025-02-11,11:15:00,12:17:00,11:16:00,12:19:00,2,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-RE-AWR,2025-02-11,12:26:00,13:25:00,12:28:00,13:30:00,5,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-AWR-BKI,2025-02-11,13:34:00,14:27:00,13:40:00,14:34:00,7,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-BKI-JP,2025-02-11,14:36:00,15:42:00,14:47:00,15:54:00,12,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-NDLS-RE,2025-02-11,11:42:00,12:44:00,11:48:00,12:50:00,6,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-RE-AWR,2025-02-11,12:53:00,13:52:00,13:00:00,13:59:00,7,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-AWR-BKI,2025-02-11,14:01:00,14:54:00,14:08:00,15:03:00,9,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-BKI-JP,2025-02-11,15:03:00,16:09:00,15:14:00,16:21:00,12,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-NDLS-RE,2025-02-11,12:09:00,13:11:00,12:17:00,13:20:00,9,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-RE-AWR,2025-02-11,13:20:00,14:19:00,13:31:00,14:34:00,15,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-AWR-BKI,2025-02-11,14:28:00,15:21:00,14:44:00,15:38:00,17,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-BKI-JP,2025-02-11,15:30:00,16:36:00,15:47:00,16:54:00,18,MEDIUM
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-NDLS-RE,2025-02-11,13:03:00,14:25:00,13:08:00,14:35:00,10,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-RE-AWR,2025-02-11,14:37:00,15:55:00,14:48:00,16:08:00,13,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-AWR-BKI,2025-02-11,16:07:00,17:18:00,16:20:00,17:33:00,15,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-BKI-JP,2025-02-11,17:30:00,18:58:00,17:46:00,19:15:00,17,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-NDLS-RE,2025-02-11,13:30:00,14:52:00,13:42:00,15:06:00,14,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-RE-AWR,2025-02-11,15:04:00,16:22:00,15:18:00,16:38:00,16,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-AWR-BKI,2025-02-11,16:34:00,17:45:00,16:50:00,18:04:00,19,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-BKI-JP,2025-02-11,17:57:00,19:25:00,18:16:00,19:45:00,20,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-NDLS-RE,2025-02-11,13:57:00,15:19:00,14:01:00,15:26:00,7,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-RE-AWR,2025-02-11,15:31:00,16:49:00,15:39:00,16:57:00,8,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-AWR-BKI,2025-02-11,17:01:00,18:12:00,17:11:00,18:26:00,14,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-BKI-JP,2025-02-11,18:24:00,19:52:00,18:39:00,20:09:00,17,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-NDLS-RE,2025-02-11,14:51:00,16:13:00,15:00:00,16:23:00,10,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-RE-AWR,2025-02-11,16:25:00,17:43:00,16:35:00,17:53:00,10,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-AWR-BKI,2025-02-11,17:55:00,19:06:00,18:05:00,19:17:00,11,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-BKI-JP,2025-02-11,19:18:00,20:46:00,19:30:00,21:00:00,14,LOW
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-NDLS-RE,2025-02-12,04:30:00,05:22:00,04:31:00,05:23:00,1,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-RE-AWR,2025-02-12,05:28:00,06:18:00,05:30:00,06:20:00,2,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-AWR-BKI,2025-02-12,06:24:00,07:09:00,06:27:00,07:13:00,4,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-BKI-JP,2025-02-12,07:15:00,08:10:00,07:19:00,08:15:00,5,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-NDLS-RE,2025-02-12,04:57:00,05:49:00,04:59:00,05:52:00,3,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-RE-AWR,2025-02-12,05:55:00,06:45:00,05:58:00,06:49:00,4,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-AWR-BKI,2025-02-12,06:51:00,07:36:00,06:55:00,07:41:00,5,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-BKI-JP,2025-02-12,07:42:00,08:37:00,07:47:00,08:43:00,6,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-NDLS-RE,2025-02-12,05:24:00,06:16:00,05:29:00,06:21:00,5,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-RE-AWR,2025-02-12,06:22:00,07:12:00,06:29:00,07:19:00,7,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-AWR-BKI,2025-02-12,07:18:00,08:03:00,07:25:00,08:13:00,10,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-BKI-JP,2025-02-12,08:09:00,09:04:00,08:20:00,09:15:00,11,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-02-12,06:18:00,07:10:00,06:21:00,07:13:00,3,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-02-12,07:16:00,08:06:00,07:20:00,08:10:00,4,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-02-12,08:12:00,08:57:00,08:16:00,09:01:00,4,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-02-12,09:03:00,09:58:00,09:07:00,10:03:00,5,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-02-12,06:45:00,07:37:00,06:47:00,07:40:00,3,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-02-12,07:43:00,08:33:00,07:47:00,08:38:00,5,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-02-12,08:39:00,09:24:00,08:44:00,09:30:00,6,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-02-12,09:30:00,10:25:00,09:36:00,10:33:00,8,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-NDLS-RE,2025-02-12,07:12:00,08:04:00,07:20:00,08:13:00,9,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-RE-AWR,2025-02-12,08:10:00,09:00:00,08:19:00,09:10:00,10,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-AWR-BKI,2025-02-12,09:06:00,09:51:00,09:16:00,10:02:00,11,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-BKI-JP,2025-02-12,09:57:00,10:52:00,10:08:00,11:03:00,11,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-NDLS-RE,2025-02-12,08:06:00,08:58:00,08:07:00,09:00:00,2,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-RE-AWR,2025-02-12,09:04:00,09:54:00,09:07:00,09:57:00,3,HIGH
